업종명,업소명,소재지(도로명),소재지전화,업태명,문의전화
일반음식점,B.SPUNKY(비스펑키),충청북도 충주시 충열1길 21 (단월동),,호프/통닭,043-850-3473
일반음식점,홍가네양평해장국,충청북도 충주시 행정11길 15-1 (목행동),043-853-9296,한식,043-850-3473
일반음식점,주식회사 마이웨딩,충청북도 충주시 사직로 3 (문화동),043-856-8000,뷔페식,043-850-3473
일반음식점,혼밥대왕충주점,충청북도 충주시 관아6길 3 (성내동),,한식,043-850-3473
일반음식점,김가네밥상,충청북도 충주시 충인3길 11 (충인동),043-842-5101,한식,043-850-3473
일반음식점,이삭토스트충주한국교통대점,충청북도 충주시 대소원면 대학로 28,043-853-7797,패스트푸드,043-850-3473
일반음식점,바람꽃,충청북도 충주시 충주호수로 1364 (목벌동),043-857-0216,경양식,043-850-3473
일반음식점,큰맘할매순대국,충청북도 충주시 계명대로 32 (칠금동),043-843-0180,한식,043-850-3473
일반음식점,애주가,"충청북도 충주시 예성로 350, 상가동 106호 (연수동, 연수주공아파트)",043-848-0390,호프/통닭,043-850-3473
일반음식점,홍가네바지락칼국수,충청북도 충주시 행정5길 23 (목행동),043-857-7060,한식,043-850-3473
일반음식점,찰스비어칠금점,충청북도 충주시 칠금18길 48 (연수동),043-845-5495,호프/통닭,043-850-3473
일반음식점,화산농원염소탕,"충청북도 충주시 천변로 249, 1동 (교현동)",043-846-9980,한식,043-850-3473
일반음식점,예뜰비어,"충청북도 충주시 봉현로 315, 상가동 105,106호 (교현동, 동아아파트)",043-857-1455,호프/통닭,043-850-3473
일반음식점,백제갈비,충청북도 충주시 안림로 154 (안림동),043-847-3531,한식,043-850-3473
일반음식점,조은날,충청북도 충주시 칠금16길 2 (칠금동),043-856-3939,호프/통닭,043-850-3473
일반음식점,충주(상)휴게소 귀신반점,충청북도 충주시 중앙탑면 중부내륙고속도로 230-1,043-857-9229,분식,043-850-3473
일반음식점,충주(상)휴게소 우동/라면,충청북도 충주시 중앙탑면 중부내륙고속도로 230-1,043-847-9229,한식,043-850-3473
일반음식점,돈터구이,충청북도 충주시 예성로 100 (용산동),043-848-9954,한식,043-850-3473
일반음식점,항아리갈비탕,충청북도 충주시 원호암5길 54 (호암동),043-852-8525,한식,043-850-3473
일반음식점,우리한식,충청북도 충주시 충인4길 20 (충인동),043-842-2227,한식,043-850-3473
일반음식점,항아리본가,충청북도 충주시 대림9길 5 (문화동),043-854-7080,한식,043-850-3473
일반음식점,제주돼지촌,충청북도 충주시 대소원면 산정독정길 220,043-855-4457,식육(숯불구이),043-850-3473
일반음식점,BHC치킨문화점,충청북도 충주시 중원대로 3399 (문화동),043-856-9292,호프/통닭,043-850-3473
일반음식점,돈의맛연탄구이,"충청북도 충주시 예성로 75, 가동 (지현동)",043-844-5372,한식,043-850-3473
일반음식점,지코바치킨연수점(교현점),"충청북도 충주시 봉현로 266-1, 1층 (교현동)",043-851-8292,호프/통닭,043-850-3473
일반음식점,충주한우곱창구이,충청북도 충주시 칠금18길 32 (연수동),043-845-7118,한식,043-850-3473
일반음식점,웰덤치킨(강정이기가막혀),충청북도 충주시 국원대로 68 (교현동),043-856-9990,호프/통닭,043-850-3473
일반음식점,꽃길,충청북도 충주시 연수서편3길 26-21 (연수동),043-844-0522,경양식,043-850-3473
일반음식점,돈순이밥상,"충청북도 충주시 주덕읍 주덕3길 14, 1층",043-845-8858,한식,043-850-3473
일반음식점,다솜가든,"충청북도 충주시 앙성면 의암길 20, 가동",043-844-3705,한식,043-850-3473
일반음식점,장수숯불갈비,충청북도 충주시 염밭로 83 (용산동),043-855-5777,식육(숯불구이),043-850-3473
일반음식점,프리타임,충청북도 충주시 봉방4길 34 (봉방동),043-852-9792,호프/통닭,043-850-3473
일반음식점,산마루식당,충청북도 충주시 성서1길 24 (성서동),043-857-0092,한식,043-850-3473
일반음식점,동네주막,충청북도 충주시 칠금중앙3길 21 (칠금동),043-855-5969,한식,043-850-3473
일반음식점,꼬끼오식당,충청북도 충주시 대소원면 대학로 27,043-855-8825,중국식,043-850-3473
일반음식점,육삼구이,충청북도 충주시 금봉5길 17 (용산동),043-853-6392,식육(숯불구이),043-850-3473
일반음식점,인생극장쪽갈비,충청북도 충주시 칠금중앙1길 20 (칠금동),,한식,043-850-3473
일반음식점,충주추어탕,충청북도 충주시 번영대로 12 (칠금동),043-856-5788,한식,043-850-3473
일반음식점,센언니대들보,"충청북도 충주시 남산9길 15, 가동 107,108호 (교현동)",043-854-0034,정종/대포집/소주방,043-850-3473
일반음식점,대박분식,충청북도 충주시 충열5길 23 (단월동),043-842-7035,분식,043-850-3473
일반음식점,부산소문난돼지국밥,충청북도 충주시 금제7길 4 (금릉동),043-855-5251,한식,043-850-3473
일반음식점,황금식당,충청북도 충주시 충인4길 14 (충인동),043-843-1254,한식,043-850-3473
일반음식점,소담뜰,충청북도 충주시 동량면 김생로 63,043-854-6590,한식,043-850-3473
일반음식점,우리집설렁탕,충청북도 충주시 엄정면 구룡로 411,043-846-6591,한식,043-850-3473
일반음식점,임꺽정,"충청북도 충주시 앙성면 가곡로 758, 나동",,한식,043-850-3473
일반음식점,커피22,충청북도 충주시 용정2길 2 (성남동),,까페,043-850-3473
일반음식점,안림한우소머리곰탕,충청북도 충주시 금봉대로 442 (안림동),043-852-9293,한식,043-850-3473
일반음식점,(주)동원홈푸드대영베이스스타트하우스,충청북도 충주시 대소원면 성종두담길 113,043-850-8614,한식,043-850-3473
일반음식점,(주)동원홈푸드대영베이스클럽하우스,충청북도 충주시 대소원면 성종두담길 113,043-850-8614,한식,043-850-3473
일반음식점,(주)동원홈푸드대영베이스그늘집1,충청북도 충주시 대소원면 성종두담길 113,043-850-8614,한식,043-850-3473
일반음식점,(주)동원홈푸드대영베이스그늘집2,충청북도 충주시 대소원면 성종두담길 113,043-850-8614,한식,043-850-3473
일반음식점,리연가든,충청북도 충주시 동량면 동산로 83,043-853-2675,한식,043-850-3473
일반음식점,신전떡볶이교통대점,충청북도 충주시 대소원면 대학로 21,043-848-3654,분식,043-850-3473
일반음식점,보스찜닭,충청북도 충주시 대소원면 대학로 21,043-854-3911,한식,043-850-3473
일반음식점,밀림사골육계장,충청북도 충주시 성남1길 14-9 (성남동),043-845-0353,분식,043-850-3473
일반음식점,싹쓰리식당,충청북도 충주시 동수14길 1 (연수동),,한식,043-850-3473
일반음식점,도니돼지,충청북도 충주시 호암대로 7 (호암동),043-844-9896,한식,043-850-3473
일반음식점,BHC충주앙성점,충청북도 충주시 앙성면 가곡로 1032,043-854-0038,호프/통닭,043-850-3473
일반음식점,영이네푸줏간,"충청북도 충주시 성남4길 1, 1층 (성남동)",043-855-5800,한식,043-850-3473
일반음식점,미륵가든,"충청북도 충주시 수안보면 미륵리사지길 56, 1층",043-851-6011,한식,043-850-3473
일반음식점,미가해물촌,충청북도 충주시 금봉4길 15 (용산동),,한식,043-850-3473
일반음식점,산골칡냉면,충청북도 충주시 주덕읍 신양로 126-1,043-846-0042,냉면집,043-850-3473
일반음식점,충주해장국2호점,충청북도 충주시 상방7길 23 (봉방동),043-845-7185,한식,043-850-3473
일반음식점,삼백식당 충주연수점,"충청북도 충주시 갱고개로 144, 2층 (연수동)",043-847-7177,식육(숯불구이),043-850-3473
일반음식점,신전떡볶이글로컬점,"충청북도 충주시 충열1길 21, 가동 (단월동)",043-856-0709,한식,043-850-3473
일반음식점,주덕포차,충청북도 충주시 주덕읍 쌀전길 10,043-846-0367,호프/통닭,043-850-3473
일반음식점,쭈꾸대장,충청북도 충주시 모시래1길 19 (단월동),043-848-9983,통닭(치킨),043-850-3473
일반음식점,중원갈비탕,충청북도 충주시 앙성면 가곡로 1505,043-855-5289,한식,043-850-3473
일반음식점,마포막고기연수점,충청북도 충주시 연수상가1길 1 (연수동),043-842-0997,식육(숯불구이),043-850-3473
일반음식점,와오양꼬치,"충청북도 충주시 금곡로 31, A동 115호 (연수동)",043-9129-993,한식,043-850-3473
일반음식점,보쌈집,충청북도 충주시 연수동산로3길 10 (연수동),043-845-9994,한식,043-850-3473
일반음식점,나눔사랑방,충청북도 충주시 행정7길 26 (목행동),043-852-5889,한식,043-850-3473
일반음식점,하우칭짜장,충청북도 충주시 사직로 250 (교현동),043-856-2226,중국식,043-850-3473
일반음식점,알리바바숯닭,충청북도 충주시 예성로 387 (연수동),043-857-1042,한식,043-850-3473
일반음식점,59쌀피자안림점,충청북도 충주시 사직로 309 (안림동),043-857-0059,분식,043-850-3473
일반음식점,쌍둥이네식당,충청북도 충주시 무학1길 13 (봉방동),043-855-1030,한식,043-850-3473
일반음식점,디올(Dior),충청북도 충주시 칠금10길 18 (칠금동),,정종/대포집/소주방,043-850-3473
일반음식점,아리아칼국수,충청북도 충주시 으뜸로 7-1 (금릉동),043-857-6883,한식,043-850-3473
일반음식점,수안보온천랜드식당,충청북도 충주시 수안보면 주정산로 32,043-855-8400,통닭(치킨),043-850-3473
일반음식점,(주)동원홈푸드대영힐스그늘집1,충청북도 충주시 대소원면 성종두담길 114 (외73필지),043-850-8615,한식,043-850-3473
일반음식점,(주)동원홈푸드대영힐스그늘집2,충청북도 충주시 대소원면 성종두담길 114 (외 73필지),043-850-8600,한식,043-850-3473
일반음식점,(주)동원홈푸드대영힐스그늘집3,충청북도 충주시 대소원면 성종두담길 114 (외 73필지),043-850-8615,한식,043-850-3473
일반음식점,(주)동원홈푸드대영힐스스타트하우스,충청북도 충주시 대소원면 성종두담길 114 (외 73필지),043-850-8615,한식,043-850-3473
일반음식점,(주)동원홈푸드대영힐스클럽하우스,충청북도 충주시 대소원면 성종두담길 114 (외73필지),043-850-8615,한식,043-850-3473
일반음식점,마포막고기용산점,충청북도 충주시 금봉4길 12 (용산동),043-852-6092,식육(숯불구이),043-850-3473
일반음식점,진미삼겹살,충청북도 충주시 금제1길 21 (금릉동),043-848-0112,식육(숯불구이),043-850-3473
일반음식점,춘천호반닭갈비용산점,충청북도 충주시 금봉4길 12 (용산동),043-856-9040,한식,043-850-3473
일반음식점,그램그램용산점,충청북도 충주시 남산로 84 (용산동),043-857-9279,식육(숯불구이),043-850-3473
일반음식점,처가집포차,충청북도 충주시 사직산8길 22 (지현동),043-852-9991,통닭(치킨),043-850-3473
일반음식점,두꺼비네,"충청북도 충주시 대소원면 대학로 19, 1층",043-854-3911,한식,043-850-3473
일반음식점,부뚜막,충청북도 충주시 연수서편3길 26-7 (연수동),043-848-6056,한식,043-850-3473
일반음식점,수미락,충청북도 충주시 노은면 연하중앙길 41,043-855-9288,통닭(치킨),043-850-3473
일반음식점,방가삼대 얼큰한 뼈해장국,충청북도 충주시 갱고개로 163 (연수동),043-845-9826,한식,043-850-3473
일반음식점,이름난 순대의 신,충청북도 충주시 동수5길 41 (연수동),043-848-2339,한식,043-850-3473
일반음식점,스타펫미팅,"충청북도 충주시 성서7길 29-1, 3층 (성서동, 낙원빌딩)",070-4606-6721,까페,043-850-3473
일반음식점,소담한식,충청북도 충주시 상방5길 8 (봉방동),043-854-3689,한식,043-850-3473
일반음식점,미당정통음식점,충청북도 충주시 충인7길 18-1 (충의동),043-847-3654,한식,043-850-3473
일반음식점,정미희사과게장,충청북도 충주시 동수8길 13 (연수동),043-842-9930,한식,043-850-3473
일반음식점,피자알볼로충주점,충청북도 충주시 동수2길 45 (연수동),043-855-8495,한식,043-850-3473
일반음식점,다옴포차,충청북도 충주시 염밭로 81-1 (용산동),043-848-9949,통닭(치킨),043-850-3473
일반음식점,나드리김밥,"충청북도 충주시 남산로 11, 103호 (지현동)",043-848-2920,한식,043-850-3473
일반음식점,신전떡볶이연수점,충청북도 충주시 연수로 81 (연수동),043-857-5530,분식,043-850-3473
일반음식점,기수백서,충청북도 충주시 여수월1길 8-1 (교현동),043-910-7877,한식,043-850-3473
일반음식점,행복한밥집,충청북도 충주시 사직산19길 20 (문화동),043-844-2244,한식,043-850-3473
일반음식점,송가네,충청북도 충주시 예성로 323-1 (연수동),043-847-0717,한식,043-850-3473
일반음식점,카페(cafe)다올,충청북도 충주시 하풍1길 5-8 (풍동),043-855-4309,까페,043-850-3473
일반음식점,선가짬봉,충청북도 충주시 충주호수로 1362 (목벌동),070-8842-6667,중국식,043-850-3473
일반음식점,화로에구운통갈매기,충청북도 충주시 연수동산로6길 5-1 (연수동),043-855-0520,식육(숯불구이),043-850-3473
일반음식점,그날그밥집,충청북도 충주시 대가미4길 9 (칠금동),043-844-7156,한식,043-850-3473
일반음식점,보글보글행복한밥상,충청북도 충주시 광명2길 4 (교현동),043-855-2754,한식,043-850-3473
일반음식점,신양자강(본점),"충청북도 충주시 약막2길 5, 2층 (안림동)",043-848-6336,중국식,043-850-3473
일반음식점,할매김밥,충청북도 충주시 무학5길 9 (봉방동),043-847-5606,분식,043-850-3473
일반음식점,올레옛날통닭,충청북도 충주시 남산11길 16 (교현동),043-854-5530,호프/통닭,043-850-3473
일반음식점,양재숯불구이,충청북도 충주시 남산4길 66 (교현동),043-857-9295,식육(숯불구이),043-850-3473
일반음식점,행복한식당,충청북도 충주시 대소원면 첨단산업8로 18-19,043-848-2110,한식,043-850-3473
일반음식점,미친(味親)양꼬치,충청북도 충주시 갱고개로 142-1 (연수동),043-854-9991,한식,043-850-3473
일반음식점,또래오래치킨산척점,충청북도 충주시 산척면 동산로 735,043-854-0070,호프/통닭,043-850-3473
일반음식점,장터밥상,충청북도 충주시 행정9길 23 (목행동),043-845-9858,한식,043-850-3473
일반음식점,맘스터치연수점,충청북도 충주시 갱고개로 143 (연수동),043-845-9778,한식,043-850-3473
일반음식점,만석골한식뷔페,충청북도 충주시 대소원면 첨단산업8로 4-24,043-855-7277,한식,043-850-3473
일반음식점,태권치킨건대점,충청북도 충주시 충열5길 11 (단월동),043-845-0815,호프/통닭,043-850-3473
일반음식점,빌라쥬에즈,"충청북도 충주시 동량면 지등로 325, 가동",043-846-5999,경양식,043-850-3473
일반음식점,만나손칼국수,충청북도 충주시 자유시장길 44 (성내동),,한식,043-850-3473
일반음식점,태권치킨교통대점,충청북도 충주시 대소원면 대학로 12,043-845-0717,호프/통닭,043-850-3473
일반음식점,대장금닭만두,충청북도 충주시 무학1길 24 (봉방동),043-857-1937,한식,043-850-3473
일반음식점,홍이랑이,충청북도 충주시 용정2길 37-1 (성남동),043-851-8517,한식,043-850-3473
일반음식점,더봉춘,충청북도 충주시 수안보면 수회리로 126,043-842-2004,중국식,043-850-3473
일반음식점,아굴라왕갈비탕,"충청북도 충주시 목행산단5로 55, 1층 (목행동)",,한식,043-850-3473
일반음식점,달천옹심이칼국수,"충청북도 충주시 중원대로 3828, 다동 (용두동)",043-854-2211,한식,043-850-3473
일반음식점,보리호프,충청북도 충주시 예성12길 3 (교현동),043-845-7290,호프/통닭,043-850-3473
일반음식점,원조뼈다귀해장국,충청북도 충주시 대림8길 37 (문화동),043-844-5352,한식,043-850-3473
일반음식점,콩독싸롱,충청북도 충주시 칠금18길 50 (금릉동),043-857-4090,까페,043-850-3473
일반음식점,통골뱅이집,충청북도 충주시 연수서2길 10-1 (연수동),043-856-6888,호프/통닭,043-850-3473
일반음식점,닭발빠닥,"충청북도 충주시 예성로 319, 1층 (연수동)",043-855-6947,한식,043-850-3473
일반음식점,공서방네,충청북도 충주시 앙성면 가곡로 964,043-855-9123,한식,043-850-3473
일반음식점,김가네설악추어탕,충청북도 충주시 앙성면 하너미로 792,043-852-4959,횟집,043-850-3473
일반음식점,전양포차,충청북도 충주시 관아1길 3-1 (성서동),043-848-5590,분식,043-850-3473
일반음식점,신두꺼비,충청북도 충주시 갱고개로 172 (연수동),043-847-8847,한식,043-850-3473
일반음식점,충주부속구이,충청북도 충주시 연수서2길 18 (연수동),,식육(숯불구이),043-850-3473
일반음식점,황금코다리용산직영점,"충청북도 충주시 금봉4길 6, 2층 (용산동)",043-856-0330,한식,043-850-3473
일반음식점,참숯고기명가,충청북도 충주시 연수상가길 42 (연수동),043-851-1718,식육(숯불구이),043-850-3473
일반음식점,연수뽈살집,충청북도 충주시 연수동편2길 2 (연수동),043-845-8892,식육(숯불구이),043-850-3473
일반음식점,웅이네식당,충청북도 충주시 주덕읍 신덕로 1366,043-857-9736,한식,043-850-3473
일반음식점,명가식당,충청북도 충주시 사직산16길 60-2 (지현동),043-844-5253,호프/통닭,043-850-3473
일반음식점,빛가람,충청북도 충주시 안림로 256 (안림동),043-842-3333,뷔페식,043-850-3473
일반음식점,소도둑,충청북도 충주시 연수로 6-16 (금릉동),043-857-9005,식육(숯불구이),043-850-3473
일반음식점,쌍둥이네낭만가든,충청북도 충주시 예성3길 18 (교현동),043-845-9295,호프/통닭,043-850-3473
일반음식점,갈비사랑,충청북도 충주시 수안보면 온천중앙길 15,043-847-2337,식육(숯불구이),043-850-3473
일반음식점,행복담닭,충청북도 충주시 대소원면 첨단산업4로 17,043-842-5458,호프/통닭,043-850-3473
일반음식점,BHC서충주신도시점,충청북도 충주시 대소원면 첨단산업4로 41,043-852-6480,호프/통닭,043-850-3473
일반음식점,육회전문점,충청북도 충주시 대소원면 첨단산업4로 17,070-8845-0429,식육(숯불구이),043-850-3473
일반음식점,평양칼국수본점,충청북도 충주시 동량면 대미길 45,043-846-5969,한식,043-850-3473
일반음식점,진우동돈까스,"충청북도 충주시 봉계1길 29, 2층 (봉방동)",043-842-8420,한식,043-850-3473
일반음식점,고깃집,충청북도 충주시 대소원면 대학로 12 (지하),043-842-1891,식육(숯불구이),043-850-3473
일반음식점,돈까스방,충청북도 충주시 대소원면 첨단산업4로 61,043-851-3188,경양식,043-850-3473
일반음식점,유가네밥상뷔페,충청북도 충주시 행정7길 38 (목행동),043-854-3355,한식,043-850-3473
일반음식점,모이까금릉점,"충청북도 충주시 국원대로 210, 칠화빌딩 지하1층, 1층 (금릉동)",043-845-9987,기타,043-850-3473
일반음식점,충주커피박물관,충청북도 충주시 살미면 월악로 432,043-855-8304,기타,043-850-3473
일반음식점,팔봉콩밭,충청북도 충주시 대소원면 팔봉안길 8,043-848-8086,한식,043-850-3473
일반음식점,맛나식당,충청북도 충주시 예성로 200 (교현동),043-857-9998,한식,043-850-3473
일반음식점,티앤트리,충청북도 충주시 막은대미재길 47 (연수동),043-853-1146,기타,043-850-3473
일반음식점,천상대게,충청북도 충주시 금봉대로 371 (교현동),043-843-0239,한식,043-850-3473
일반음식점,영자포차,충청북도 충주시 목행산단3로 13-7 (목행동),043-845-7942,호프/통닭,043-850-3473
일반음식점,놀숲충주연수점,충청북도 충주시 갱고개로 154-1 (연수동),043-844-3448,기타,043-850-3473
일반음식점,장김밥,충청북도 충주시 행정8길 26 (목행동),043-853-4396,한식,043-850-3473
일반음식점,명가갈비탕,충청북도 충주시 대소원면 첨단산업4로 15,043-857-8989,한식,043-850-3473
일반음식점,햇살블루,충청북도 충주시 중앙탑면 풍년길 100,043-855-7042,한식,043-850-3473
일반음식점,가족식당,충청북도 충주시 관아3길 5 (성서동),043-845-3832,한식,043-850-3473
일반음식점,흥성옥,충청북도 충주시 대소원면 첨단쉼터4길 19,043-848-7561,한식,043-850-3473
일반음식점,제이바(J BAR),충청북도 충주시 연수동산로7길 3-1 (연수동),043-845-6428,기타,043-850-3473
일반음식점,어사출또,충청북도 충주시 갱고개로 154 (연수동),043-845-9555,일식,043-850-3473
일반음식점,사람과건강(전골마당),충청북도 충주시 하단2길 4-11 (단월동),043-855-3291,한식,043-850-3473
일반음식점,밀플랜비,충청북도 충주시 충열4길 5-7 (단월동),,분식,043-850-3473
일반음식점,신라정1호점,충청북도 충주시 목행초길 13 (목행동),043-844-7117,한식,043-850-3473
일반음식점,가주골빈대떡,충청북도 충주시 칠금중앙로 27 (칠금동),043-857-6875,한식,043-850-3473
일반음식점,우돈대패랑찌개,충청북도 충주시 예성로 32-1 (호암동),043-842-1636,한식,043-850-3473
일반음식점,하이벳수산,충청북도 충주시 금곡서1길 2 (연수동),043-843-0430,한식,043-850-3473
일반음식점,궁중야식,충청북도 충주시 용정7길 26 (용산동),,한식,043-850-3473
일반음식점,오름소,충청북도 충주시 연수동산로2길 16-7 (연수동),,한식,043-850-3473
일반음식점,하늘라이브,충청북도 충주시 수안보면 온천천변길 79-9,,라이브카페,043-850-3473
일반음식점,여우호프,충청북도 충주시 노은면 연하중앙길 38,043-855-8139,호프/통닭,043-850-3473
일반음식점,양지찐빵,충청북도 충주시 대현6길 15-1 (교현동),,분식,043-850-3473
일반음식점,태권치킨연수점,"충청북도 충주시 금곡로 5 (연수동, 연수계룡리슈빌2차 상가동(104,105호))",043-852-1009,호프/통닭,043-850-3473
일반음식점,원조장국수,충청북도 충주시 무학1길 30 (봉방동),,분식,043-850-3473
일반음식점,부엉스,충청북도 충주시 동수1길 24 (연수동),,호프/통닭,043-850-3473
일반음식점,해송회포차,충청북도 충주시 갱고개로 89 (교현동),043-843-7774,횟집,043-850-3473
일반음식점,통통분식,충청북도 충주시 남산14길 10 (교현동),,분식,043-850-3473
일반음식점,셀프맥주,충청북도 충주시 연수로1길 5-3 (연수동),043-846-7852,호프/통닭,043-850-3473
일반음식점,육대장,충청북도 충주시 연원로 3 (금릉동),043-854-9292,식육(숯불구이),043-850-3473
일반음식점,남한강순대국,충청북도 충주시 충주호수로 113 (목행동),043-851-1300,한식,043-850-3473
일반음식점,12월의알로하,충청북도 충주시 국원초5길 33 (연수동),043-844-1030,기타,043-850-3473
일반음식점,뚝방짬뽕,충청북도 충주시 야현4길 21 (교현동),043-848-0536,중국식,043-850-3473
일반음식점,충주명가,충청북도 충주시 야현10길 4-5 (교현동),,한식,043-850-3473
일반음식점,가마치옛날통닭충주부영점,충청북도 충주시 계명대로 26 (칠금동),043-855-9515,호프/통닭,043-850-3473
일반음식점,선착장가든,"충청북도 충주시 동량면 지등로 882, 2층",043-851-5773,한식,043-850-3473
일반음식점,사과나무향기,충청북도 충주시 직동길 80 (직동),070-4209-1239,기타,043-850-3473
일반음식점,주주호프,충청북도 충주시 연수로 6-12 (금릉동),,호프/통닭,043-850-3473
일반음식점,싱글벙글복어,충청북도 충주시 금제9길 38 (금릉동),043-845-6000,한식,043-850-3473
일반음식점,피자나라 치킨공주,충청북도 충주시 동수5길 8 (연수동),043-848-9533,호프/통닭,043-850-3473
일반음식점,한영식당,"충청북도 충주시 행정10길 34, 104호 (목행동)",,한식,043-850-3473
일반음식점,충주별밤(호프),충청북도 충주시 관아3길 10 (성내동),043-854-5589,호프/통닭,043-850-3473
일반음식점,금두꺼비,충청북도 충주시 주덕읍 시장길 22,043-842-5679,한식,043-850-3473
일반음식점,클럽제네스,충청북도 충주시 하단1길 10 (단월동),043-848-5949,호프/통닭,043-850-3473
일반음식점,이모네파전,"충청북도 충주시 금곡로 31-1, 가동 103호 (연수동, 연수상가)",043-843-6284,한식,043-850-3473
일반음식점,마듀칠금점,충청북도 충주시 대가미1길 4 (칠금동),,기타,043-850-3473
일반음식점,플라스캔,충청북도 충주시 능바우길 140 (금릉동),043-848-7888,기타,043-850-3473
일반음식점,한스포차,"충청북도 충주시 충열5길 30, 2층 (단월동)",,기타,043-850-3473
일반음식점,진보함바식당(본점),충청북도 충주시 금봉대로 529 (연수동),043-857-4044,한식,043-850-3473
일반음식점,아리랑숯불갈비전문점,"충청북도 충주시 팽고리산길 74, 1층 (금릉동)",043-855-7100,한식,043-850-3473
일반음식점,놀러와분식,충청북도 충주시 염밭로 98-1 (교현동),043-855-4209,김밥(도시락),043-850-3473
일반음식점,신토불이용포식당,충청북도 충주시 앙성면 용당1길 32,,한식,043-850-3473
일반음식점,착한코다리&갑오징어,충청북도 충주시 연수서편3길 5 (연수동),043-842-0020,한식,043-850-3473
일반음식점,우가돈가,"충청북도 충주시 중앙탑면 원앙길 7, 1층",,식육(숯불구이),043-850-3473
일반음식점,커피상점교동,충청북도 충주시 교동3길 9-2 (교현동),043-843-0754,호프/통닭,043-850-3473
일반음식점,그라토,충청북도 충주시 노은면 연하중앙길 21 (1층),,중국식,043-850-3473
일반음식점,태권치킨교현점,"충청북도 충주시 신호4길 35 (교현동, 1,2층)",043-852-0301,호프/통닭,043-850-3473
일반음식점,김화자본가,"충청북도 충주시 연수로1길 9-1, 1층 (연수동)",043-855-5848,식육(숯불구이),043-850-3473
일반음식점,혼또,충청북도 충주시 봉계1길 26 (봉방동),,정종/대포집/소주방,043-850-3473
일반음식점,창룡식당,충청북도 충주시 탄금대로 93 (봉방동),043-852-2982,한식,043-850-3473
일반음식점,여울목,충청북도 충주시 충인5길 5 (충인동),,정종/대포집/소주방,043-850-3473
일반음식점,블라디보스톡,"충청북도 충주시 대흥길 35-6, 2층 (교현동)",043-846-1888,정종/대포집/소주방,043-850-3473
일반음식점,콩심,충청북도 충주시 계명대로 230 (연수동),043-852-5882,한식,043-850-3473
일반음식점,소의천하식당,충청북도 충주시 산척면 동산로 666,043-848-5114,한식,043-850-3473
일반음식점,성모식당,"충청북도 충주시 성남2길 7 (성남동, 지하1층)",,한식,043-850-3473
일반음식점,어!잔비어스(AU! Zan Beers),"충청북도 충주시 금봉1길 18, 1층 (용산동)",043-857-6185,호프/통닭,043-850-3473
일반음식점,더 드림,"충청북도 충주시 연수서편1길 24, 1-2층 (연수동)",,기타,043-850-3473
일반음식점,삼겹천하,"충청북도 충주시 연수상가2길 3, 1층 (연수동)",043-855-4499,식육(숯불구이),043-850-3473
일반음식점,가마치통닭세원점,충청북도 충주시 연수상가길 42 (연수동),,호프/통닭,043-850-3473
일반음식점,제주향화로구이,충청북도 충주시 칠금중앙3길 10-1 (칠금동),043-856-8892,한식,043-850-3473
일반음식점,정통집신연수점,"충청북도 충주시 연수동산로5길 35, 101호 (연수동)",043-846-0305,한식,043-850-3473
일반음식점,한솥도시락충주용산점,"충청북도 충주시 남산로 66-1, 1층 (용산동)",043-851-5255,한식,043-850-3473
일반음식점,한씨네집밥,"충청북도 충주시 중심3길 9, 1층 (문화동)",043-847-2727,한식,043-850-3473
일반음식점,칠전팔기,충청북도 충주시 신촌5길 40 (지현동),043-851-1839,분식,043-850-3473
일반음식점,한돈한우하나포크상차림식당,"충청북도 충주시 앙성면 가곡로 948, 1층",043-845-9294,식육(숯불구이),043-850-3473
일반음식점,본가중앙탑막국수,"충청북도 충주시 탄금대안길 4, 1층 (칠금동)",043-852-8844,한식,043-850-3473
일반음식점,풍천장어,"충청북도 충주시 사직산23길 7-1, 1층 (문화동)",043-848-2338,한식,043-850-3473
일반음식점,올래국수,"충청북도 충주시 칠금12길 8, 1층 (칠금동)",043-848-8808,분식,043-850-3473
일반음식점,칭따오양고기,"충청북도 충주시 칠금중앙1길 12-1, 1층 (칠금동)",043-846-7725,식육(숯불구이),043-850-3473
일반음식점,거륭관,충청북도 충주시 대소원면 첨단산업1로 72 (첨단상가 다동 2호),043-855-6100,중국식,043-850-3473
일반음식점,알천감자탕,"충청북도 충주시 계명대로 22, 나동 (칠금동)",043-845-1516,한식,043-850-3473
일반음식점,원조영덕가든,충청북도 충주시 노은면 감노로 1595-1,043-853-2264,한식,043-850-3473
일반음식점,다온한식뷔페,"충청북도 충주시 주덕읍 충청대로 2220-2, 1층",,한식,043-850-3473
일반음식점,로뎀나무,"충청북도 충주시 수안보면 미륵송계로 329, 1층",043-854-0594,기타,043-850-3473
일반음식점,산골농부식당,"충청북도 충주시 수안보면 미륵송계로 95, 1층",043-848-6493,한식,043-850-3473
일반음식점,커피로1번가,충청북도 충주시 사직로 169-2 (지현동),,기타,043-850-3473
일반음식점,타베(연수점),"충청북도 충주시 연수동산로1길 5, 2층 (연수동)",043-855-1852,경양식,043-850-3473
일반음식점,쭈미구이,"충청북도 충주시 금곡로 31-1, 가동 104호 (연수동, 연수상가)",043-845-5989,한식,043-850-3473
